id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
256802,4850,"LISTA/USDT 📉 SELL

🔹Entry zone: 0.08305 - 0.08500
... 10x

👉 Follow it here to obtain the best results:",3f86ec2825619543e9d70fb7e3bb1f7f,2026-04-30T18:16:10+00:00,2026-05-29T18:55:00.015666+00:00,234,t.me/WolfxCrypto_VIP
256806,4848,"MELANIA/USDT 📉 SELL

🔹Entry zone: 0.1040 - 0.1060
... 10x

👉 Follow it here to obtain the best results:",2ae823fb858e494059015750937e1f45,2026-04-30T17:39:45+00:00,2026-05-29T18:55:00.469762+00:00,234,t.me/WolfxCrypto_VIP
256804,4842,"UNI/USDT 📉 SELL

🔹Entry zone: 3.132 - 3.180

💰TP1 ... 10x

👉 Follow it here to obtain the best results:",fe3e172a8d4db495c426edb2405d7375,2026-04-29T18:41:38+00:00,2026-05-29T18:55:00.303872+00:00,234,t.me/WolfxCrypto_VIP
256816,4827,"INJ/USDT 📉 SELL

🔹Entry zone: 3.485 - 3.530

💰TP1 ... 20x

👉 Follow it here to obtain the best results:",247884392cbc65b2f9eadc9f20e9dbe5,2026-04-28T17:48:09+00:00,2026-05-29T18:55:01.658145+00:00,234,t.me/WolfxCrypto_VIP
256827,4816,"BANANA/USDT 📉 SELL

🔹Entry zone: 3.870 - 3.900

💰T... 20x

👉 Follow it here to obtain the best results:",2f3ea5640edddbff9e7e150ed990c337,2026-04-27T13:42:45+00:00,2026-05-29T18:55:02.610634+00:00,234,t.me/WolfxCrypto_VIP
256831,4813,"ARKM/USDT 📉 SELL

🔹Entry zone: 0.1150 - 0.1170

💰T... 20x

👉 Follow it here to obtain the best results:",efd99485b83302e7d15fb9c7d83cda2a,2026-04-27T13:37:03+00:00,2026-05-29T18:55:03.077426+00:00,234,t.me/WolfxCrypto_VIP
256833,4806,"SEI/USDT 📈 BUY

🔹Entry zone: 0.06465 - 0.06300

💰T... 20x

👉 Follow it here to obtain the best results:",5851d82c3d9859a52f86ef2719ac0e03,2026-04-26T16:36:58+00:00,2026-05-29T18:55:03.282682+00:00,234,t.me/WolfxCrypto_VIP
256835,4804,"ONT/USDT 📉 SELL

🔹Entry zone: 0.0722 - 0.0740

💰TP... 20x

👉 Follow it here to obtain the best results:",81c1db7de8b9cdbd7e069a99ef77ada9,2026-04-26T15:26:31+00:00,2026-05-29T18:55:03.298249+00:00,234,t.me/WolfxCrypto_VIP
256844,4791,"CHILLGUY/USDT 📉 SELL

🔹Entry zone: 0.012660 - 0.01... 20x

👉 Follow it here to obtain the best results:",51ba23cba71605e11c62ec9f9dbfb361,2026-04-24T20:36:15+00:00,2026-05-29T18:55:04.752728+00:00,234,t.me/WolfxCrypto_VIP
256848,4790,"CHILLGUY/USDT 📉 SELL

🔹Entry zone: 0.012820 - 0.01... 20x

👉 Follow it here to obtain the best results:",db081e42be634657b4861d6235fc77f3,2026-04-24T20:23:44+00:00,2026-05-29T18:55:04.812929+00:00,234,t.me/WolfxCrypto_VIP
256852,4785,"GALA/USDT 📈 BUY

🔹Entry zone: 0.00334

💰TP1 0.0033...e 5x

👉 Follow it here to obtain the best results:",a0eeacdaae5af06ad430259f51edb1c4,2026-04-24T16:00:47+00:00,2026-05-29T18:55:05.156939+00:00,234,t.me/WolfxCrypto_VIP
256854,4783,"1000PEPE/USDT 📈 BUY

🔹Entry zone: 0.003885

💰TP1 0...e 5x

👉 Follow it here to obtain the best results:",e0eae9d773511fd47142d2a3f8da2ed0,2026-04-24T12:18:55+00:00,2026-05-29T18:55:05.241684+00:00,234,t.me/WolfxCrypto_VIP
256859,4780,"APT/USDT 📈 BUY

🔹Entry zone: 0.9612

💰TP1 0.97050
...e 5x

👉 Follow it here to obtain the best results:",e85b984e2748dbfc3999653a8d8803e4,2026-04-24T11:47:58+00:00,2026-05-29T18:55:05.691961+00:00,234,t.me/WolfxCrypto_VIP
256864,4773,"DOGE/USDT 📈 BUY

🔹Entry zone: 0.09799

💰TP1 0.0987...e 5x

👉 Follow it here to obtain the best results:",7dbc780c219d992f678b8f1554f6651e,2026-04-24T01:57:25+00:00,2026-05-29T18:55:05.826505+00:00,234,t.me/WolfxCrypto_VIP
257090,4769,"APT/USDT 📉 SELL

🔹Entry zone: 0.9316

💰TP1 0.91995...e 5x

👉 Follow it here to obtain the best results:",746c5c9702b38c526e8a42f54713dc52,2026-04-23T17:47:40+00:00,2026-05-29T18:55:21.077132+00:00,234,t.me/WolfxCrypto_VIP
257083,4764,"DOGE/USDT 📉 SELL

🔹Entry zone: 0.09522

💰TP1 0.094...e 5x

👉 Follow it here to obtain the best results:",eb3db9f763f29827de66723acad70614,2026-04-23T17:41:48+00:00,2026-05-29T18:55:21.049637+00:00,234,t.me/WolfxCrypto_VIP
257089,4763,"1000PEPE/USDT 📉 SELL

🔹Entry zone: 0.00371

💰TP1 0...e 5x

👉 Follow it here to obtain the best results:",03113f5f2a3d7fc44a9fb5197c935b7c,2026-04-23T17:41:46+00:00,2026-05-29T18:55:21.076022+00:00,234,t.me/WolfxCrypto_VIP
257077,4761,"AVAX/USDT 📉 SELL

🔹Entry zone: 9.163

💰TP1 9.0485
...e 5x

👉 Follow it here to obtain the best results:",9727f2b920058385f6cd144894750cee,2026-04-23T17:41:44+00:00,2026-05-29T18:55:20.649911+00:00,234,t.me/WolfxCrypto_VIP
257078,4759,"SUI/USDT 📉 SELL

🔹Entry zone: 0.9274

💰TP1 0.91580...e 5x

👉 Follow it here to obtain the best results:",990e7cf123fe8409d2e3955b5c90835a,2026-04-23T17:40:15+00:00,2026-05-29T18:55:20.699894+00:00,234,t.me/WolfxCrypto_VIP
257098,4755,"GALA/USDT 📉 SELL

🔹Entry zone: 0.00311

💰TP1 0.003...e 5x

👉 Follow it here to obtain the best results:",267737c7c3e04fe0c7656df73264c654,2026-04-23T10:53:37+00:00,2026-05-29T18:55:21.141435+00:00,234,t.me/WolfxCrypto_VIP
257104,4746,"DOT/USDT 📉 SELL

🔹Entry zone: 1.255

💰TP1 1.239
💰T...e 5x

👉 Follow it here to obtain the best results:",18a36f73aac05d1c54a58ed7296cb961,2026-04-23T03:35:32+00:00,2026-05-29T18:55:21.192392+00:00,234,t.me/WolfxCrypto_VIP
257097,4736,"MEME/USDT 📉 SELL

🔹Entry zone: 0.0005609

💰TP1 0.0...e 5x

👉 Follow it here to obtain the best results:",69893b5bc6fa6e0c2ab790ab49d094af,2026-04-23T00:16:52+00:00,2026-05-29T18:55:21.131724+00:00,234,t.me/WolfxCrypto_VIP
257091,4732,"CRV/USDT 📉 SELL

🔹Entry zone: 0.224

💰TP1 0.221
💰T...e 5x

👉 Follow it here to obtain the best results:",eb93ed0a115f0c96f47529cedcb01c16,2026-04-23T00:15:21+00:00,2026-05-29T18:55:21.080058+00:00,234,t.me/WolfxCrypto_VIP
257107,4728,"OP/USDT 📉 SELL

🔹Entry zone: 0.1198

💰TP1 0.118302...e 5x

👉 Follow it here to obtain the best results:",2827e2e5e0d0fd8fbb94988536cab3f5,2026-04-23T00:13:52+00:00,2026-05-29T18:55:21.240079+00:00,234,t.me/WolfxCrypto_VIP
257120,4720,"OP/USDT 📈 BUY

🔹Entry zone: 0.126

💰TP1 0.1275500
...e 5x

👉 Follow it here to obtain the best results:",0023fd9e79bf37b369c68bdd8129e1bd,2026-04-22T04:11:44+00:00,2026-05-29T18:55:21.659686+00:00,234,t.me/WolfxCrypto_VIP
257124,4717,"DOGE/USDT 📈 BUY

🔹Entry zone: 0.09605

💰TP1 0.0966...e 5x

👉 Follow it here to obtain the best results:",560946c27c817aa5097fb2761c70a1d2,2026-04-22T02:57:36+00:00,2026-05-29T18:55:22.016722+00:00,234,t.me/WolfxCrypto_VIP
257122,4716,"1000BONK/USDT 📈 BUY

🔹Entry zone: 0.006247

💰TP1 0...e 5x

👉 Follow it here to obtain the best results:",e191d3211f0a8313a4525bb1bdc35f84,2026-04-22T02:42:51+00:00,2026-05-29T18:55:21.854457+00:00,234,t.me/WolfxCrypto_VIP
